,0
0,0.06300000008195639
1,0.0650000000372529
2,0.14299999773502348
3,0.6099999994039536
4,0.775
5,0.8029999911785125
6,0.8129999935626984
7,0.8180000007152557
8,0.8850000023841859
9,0.8920000076293945
10,0.8980000019073486
11,0.8950000047683714
12,0.90100000500679
13,0.9019999980926513
14,0.9109999954700472
15,0.9079999983310699
16,0.9029999971389772
17,0.9100000023841859
18,0.9080000042915345
19,0.9100000023841857
20,0.9079999923706056
