,0,1,2,3,4
0,2175.229324867079,1873.6145331699902,1777.7523369206344,1601.8244003625673,1526.6122588888884
1,3493.100273532922,2692.2341154656256,2528.444918285714,2213.7103938934215,2102.0565444761905
2,2900.96713548852,2345.5748070826944,2219.7364318730156,1972.5960035416695,1808.576717079365
3,,,,,
