,0
0,0.06300000008195639
1,0.06400000061839818
2,0.10700000002980233
3,0.10099999979138374
4,0.10099999867379666
5,0.13599999994039536
6,0.1009999983012676
7,0.10099999904632567
8,0.19300000146031376
9,0.21500000059604643
10,0.5219999998807907
11,0.6490000009536744
12,0.7619999945163728
13,0.7820000052452089
14,0.7970000028610229
15,0.8529999911785127
16,0.8610000014305115
17,0.8539999961853028
18,0.8939999997615814
19,0.8920000016689301
20,0.8999999940395355
21,0.9039999961853028
22,0.8980000078678132
23,0.9179999947547912
24,0.9170000016689299
25,0.9229999959468842
26,0.9219999969005584
27,0.9280000030994416
28,0.92399999499321
29,0.9310000002384188
30,0.9330000042915345
31,0.9390000104904175
32,0.9380000114440918
33,0.9390000104904175
34,0.9410000026226043
35,0.9470000028610229
