,0
0,0.06300000008195639
1,0.07099999990314246
2,0.10999999977648257
3,0.10500000156462193
4,0.17600000128149984
5,0.23100000023841857
6,0.46599999964237215
7,0.7769999980926513
8,0.8660000026226043
9,0.9099999964237214
10,0.9290000021457672
11,0.9440000116825104
12,0.9510000050067903
13,0.9559999942779541
14,0.9579999983310699
15,0.9629999935626984
16,0.9699999928474426
17,0.9709999978542327
18,0.9699999928474425
19,0.9709999918937682
20,0.9739999949932097
21,0.9760000169277191
22,0.9780000030994415
23,0.978000009059906
24,0.9770000040531158
25,0.981000018119812
26,0.9800000131130219
27,0.9850000143051147
28,0.9850000143051147
29,0.9830000162124634
30,0.9850000143051147
31,0.9860000133514404
32,0.9850000143051147
33,0.9860000133514404
34,0.984000015258789
35,0.9840000152587891
