,0,1,2,3,4,5
0,1777.8943365291002,1970.4289048148146,1987.7403027407404,2078.972360388889,2331.68862128395,2948.974618111111
1,1791.7502589841267,1974.5286440740738,1988.537714888889,2076.758106388889,2344.6395565925923,2957.4657788888885
2,1887.8870757037037,2098.2294152839504,2233.7276893333333,2275.207666592592,2771.303528839506,3168.4764498888885
3,2356.1224929523805,2569.7276247530863,2725.7096408148145,2985.2942349814816,3558.671980864197,4169.252526888888
