,0,1,2,3,4,5
0,1786.7492077989416,1969.5748415555552,1985.6925435555552,2073.387070907407,2328.759945086419,2958.285923259259
1,1853.758509968254,2049.2028056419754,2083.961232666666,2262.139483648148,2409.7958413086412,3018.67856737037
2,1865.8628039470898,2059.8303397654317,2096.4956468148143,2282.8769148148144,2403.4284460493823,3811.865812148148
