,0
0,0.8986169695854187
1,0.671294629573822
2,0.6202735900878906
3,0.5478588342666626
4,0.37440183758735657
5,0.31402188539505005
6,0.3361874520778656
7,0.27474844455718994
8,0.21158647537231445
9,0.2468961477279663
10,0.2612836956977844
11,0.18960432708263397
12,0.17692306637763977
13,0.25703927874565125
14,0.14052070677280426
15,0.15116950869560242
16,0.1415053755044937
17,0.2707679867744446
18,0.21747195720672607
19,0.23416081070899963
20,0.1493755728006363
21,0.16951139271259308
22,0.14582590758800507
23,0.21196970343589783
24,0.25687557458877563
25,0.16262491047382355
26,0.24133004248142242
27,0.15866994857788086
28,0.17009051144123077
29,0.15281851589679718
30,0.1340009719133377
31,0.13819058239459991
32,0.15833351016044617
33,0.1778009980916977
34,0.11515609174966812
35,0.18417836725711823
36,0.18510404229164124
37,0.14390291273593903
38,0.20005270838737488
39,0.13144102692604065
40,0.10850352793931961
41,0.08740030229091644
42,0.08787517994642258
43,0.09927801787853241
44,0.09938989579677582
45,0.11768186092376709
46,0.11854162067174911
47,0.12347292900085449
48,0.13922694325447083
49,0.1375630646944046
50,0.08906102925539017
51,0.1280292272567749
52,0.12871365249156952
53,0.1530521959066391
54,0.1334983855485916
55,0.0719752311706543
56,0.12912993133068085
57,0.08199401944875717
58,0.07513854652643204
59,0.11264431476593018
60,0.0814141035079956
61,0.09433817863464355
62,0.12155044078826904
63,0.06534507125616074
64,0.13821826875209808
65,0.1365944892168045
66,0.16559648513793945
67,0.0982547476887703
68,0.0810222253203392
69,0.07871063798666
70,0.062281422317028046
71,0.09396056085824966
72,0.11508272588253021
73,0.06286150962114334
74,0.09143119305372238
75,0.07249593734741211
76,0.07847099751234055
77,0.04479675367474556
78,0.05735853314399719
79,0.06587249040603638
80,0.06239210441708565
81,0.0556943416595459
82,0.06643716245889664
83,0.0659281462430954
84,0.05517147108912468
85,0.06433955579996109
86,0.0542135015130043
87,0.07285082340240479
88,0.07478056848049164
89,0.04578026011586189
90,0.0594082809984684
91,0.06463736295700073
92,0.05271027609705925
93,0.05793586000800133
94,0.04501410946249962
95,0.04732551425695419
96,0.045248933136463165
97,0.036145441234111786
98,0.06735465675592422
99,0.049569401890039444
100,0.04096592590212822
101,0.04601806402206421
102,0.03167848661541939
103,0.04981822893023491
104,0.05307861790060997
105,0.05212540179491043
106,0.05879336595535278
107,0.03471848741173744
108,0.03386784344911575
109,0.06534869223833084
110,0.04205315560102463
111,0.0652080625295639
112,0.03690702095627785
113,0.06304173171520233
114,0.031005853787064552
115,0.05120575800538063
116,0.04736005514860153
117,0.047430429607629776
118,0.041317522525787354
119,0.04200904816389084
120,0.05185931175947189
121,0.02841532789170742
122,0.04569865018129349
123,0.053017012774944305
124,0.05594022944569588
125,0.037971384823322296
126,0.03874003514647484
127,0.043604157865047455
128,0.05454762652516365
129,0.04904364421963692
130,0.03671467676758766
131,0.05553441494703293
132,0.02595170959830284
133,0.053375788033008575
134,0.041785214096307755
135,0.07076698541641235
136,0.03550726920366287
137,0.031147342175245285
138,0.02717956341803074
139,0.03322919085621834
140,0.026031838729977608
141,0.024741603061556816
142,0.028035877272486687
143,0.037642043083906174
144,0.060387928038835526
145,0.03421109542250633
146,0.03389976918697357
147,0.03697752580046654
148,0.03076736442744732
149,0.022675205022096634
150,0.027287662029266357
151,0.03803718835115433
152,0.029676640406250954
153,0.030539866536855698
154,0.033186864107847214
155,0.04344445839524269
156,0.023775771260261536
157,0.031580571085214615
158,0.02059003710746765
159,0.01885162852704525
160,0.018771233037114143
161,0.028023192659020424
162,0.02375163324177265
163,0.020729342475533485
164,0.025703612715005875
165,0.030385147780179977
166,0.01871947944164276
167,0.03311346098780632
168,0.027319805696606636
169,0.027873767539858818
170,0.02917081117630005
171,0.024100342765450478
172,0.03656836971640587
173,0.03517431020736694
174,0.03167667239904404
175,0.021111011505126953
176,0.03334789350628853
177,0.031581100076436996
178,0.028556641191244125
179,0.035918962210416794
180,0.019350945949554443
181,0.027556177228689194
182,0.021368417888879776
183,0.02495291829109192
184,0.01695726253092289
185,0.03194903954863548
186,0.020947622135281563
187,0.024274418130517006
188,0.03456718847155571
189,0.02864530310034752
190,0.036021698266267776
191,0.019111821427941322
192,0.04191222041845322
193,0.020355578511953354
194,0.03386128693819046
195,0.03232487663626671
196,0.024589287117123604
197,0.027416957542300224
198,0.02151675522327423
199,0.02508111670613289
200,0.014845682308077812
201,0.02283378317952156
202,0.0181635320186615
